station,lat,lon,day,ws_day,wu_day,wv_day,pa_day
Alajärvi Möksy,63.08898,24.26084,2026-03-07,,,,1024.6208333333332
Alajärvi Möksy,63.08898,24.26084,2026-03-08,,,,1024.3875
Alajärvi Möksy,63.08898,24.26084,2026-03-09,,,,1015.1041666666669
Alajärvi Möksy,63.08898,24.26084,2026-03-10,,,,1008.3833333333333
Alajärvi Möksy,63.08898,24.26084,2026-03-11,,,,1003.8375000000002
Alajärvi Möksy,63.08898,24.26084,2026-03-12,,,,1003.0041666666667
Alajärvi Möksy,63.08898,24.26084,2026-03-13,,,,999.3583333333335
Alajärvi Möksy,63.08898,24.26084,2026-03-14,,,,1002.4239999999998
Alajärvi Möksy,63.08898,24.26084,2026-03-15,,,,1005.5124999999999
Alajärvi Möksy,63.08898,24.26084,2026-03-16,,,,1012.0916666666666
Alajärvi Möksy,63.08898,24.26084,2026-03-17,,,,1018.75
Alajärvi Möksy,63.08898,24.26084,2026-03-18,,,,1018.375
Alajärvi Möksy,63.08898,24.26084,2026-03-19,,,,1014.0041666666667
Alajärvi Möksy,63.08898,24.26084,2026-03-20,,,,1016.2833333333333
Alajärvi Möksy,63.08898,24.26084,2026-03-21,,,,1013.9039999999998
Alajärvi Möksy,63.08898,24.26084,2026-03-22,,,,1010.3833333333331
Alajärvi Möksy,63.08898,24.26084,2026-03-23,,,,1003.6291666666663
Alajärvi Möksy,63.08898,24.26084,2026-03-24,,,,999.4750000000003
Alajärvi Möksy,63.08898,24.26084,2026-03-25,,,,986.6041666666665
Alajärvi Möksy,63.08898,24.26084,2026-03-26,,,,992.0124999999999
Alajärvi Möksy,63.08898,24.26084,2026-03-27,,,,1007.4833333333335
Alajärvi Möksy,63.08898,24.26084,2026-03-28,,,,1011.452
Alajärvi Möksy,63.08898,24.26084,2026-03-29,,,,1011.7833333333333
Alajärvi Möksy,63.08898,24.26084,2026-03-30,,,,1010.3791666666666
Alajärvi Möksy,63.08898,24.26084,2026-03-31,,,,1015.2125000000001
Alajärvi Möksy,63.08898,24.26084,2026-04-01,,,,1014.8541666666666
Alajärvi Möksy,63.08898,24.26084,2026-04-02,,,,1008.6833333333333
Alajärvi Möksy,63.08898,24.26084,2026-04-03,,,,1007.2583333333333
Alajärvi Möksy,63.08898,24.26084,2026-04-04,,,,1001.8720000000001
Alajärvi Möksy,63.08898,24.26084,2026-04-05,,,,998.6250000000001
Alajärvi Möksy,63.08898,24.26084,2026-04-06,,,,994.1291666666667
Alajärvi Möksy,63.08898,24.26084,2026-04-07,,,,1018.0958333333333
Alajärvi Möksy,63.08898,24.26084,2026-04-08,,,,1033.4875
Alajärvi Möksy,63.08898,24.26084,2026-04-09,,,,1032.5916666666667
Alajärvi Möksy,63.08898,24.26084,2026-04-10,,,,1027.0958333333335
Alajärvi Möksy,63.08898,24.26084,2026-04-11,,,,1026.992
Alajärvi Möksy,63.08898,24.26084,2026-04-12,,,,1027.7208333333335
Alajärvi Möksy,63.08898,24.26084,2026-04-13,,,,1031.2124999999996
Alajärvi Möksy,63.08898,24.26084,2026-04-14,,,,1033.0583333333336
Alajärvi Möksy,63.08898,24.26084,2026-04-15,,,,1028.3374999999999
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-07,3.25,1.1850235852389444,-2.641071143993672,1025.8416666666665
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-08,2.025,-0.03885341480065355,-1.7536000603713096,1027.1958333333334
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-09,1.9208333333333332,-0.37018020360167186,-1.3783768123676525,1017.8791666666666
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-10,1.3416666666666668,-1.2557321317464434,-0.21023415181050864,1012.3666666666664
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-11,1.5333333333333334,-1.4651651392754126,-0.3271255041952153,1007.7958333333335
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-12,1.8000000000000005,-1.618524399714758,-0.5852939384902235,1008.1916666666667
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-13,2.908333333333333,-2.863844614998024,-0.4725523565983342,1007.5458333333335
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-14,3.1519999999999997,-3.1312267765819395,0.11111720378628266,1006.2879999999998
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-15,3.183333333333333,-2.848060657273543,-0.24148865463717928,1008.3916666666668
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-16,1.6833333333333333,-1.2840807128426812,-0.30299369402401105,1014.9958333333334
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-17,1.3458333333333339,-1.167005872814554,0.3624671718579793,1021.8166666666667
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-18,1.7749999999999995,-1.6438315496740596,-0.5302600555797938,1025.5666666666668
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-19,2.670833333333333,0.2110802881027625,-2.1644316899238762,1016.7916666666666
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-20,2.8666666666666667,1.666971226615242,-1.6766126463956674,1018.2458333333334
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-21,1.7719999999999998,-1.145601042433034,-1.1822190331961995,1018.1959999999999
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-22,1.8041666666666665,-1.34979241333897,-1.0448316824164487,1015.2958333333331
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-23,2.191666666666667,-1.182417994444198,-1.6361239861457078,1008.4833333333332
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-24,2.15,-1.7533448140091767,-0.8870748572347459,1004.6416666666668
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-25,2.691666666666667,-2.6825497082752086,-0.1419768514373418,991.4500000000003
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-26,2.533333333333333,-2.3796423314887334,-0.7310676110807558,997.5374999999998
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-27,1.6375000000000002,-0.8122238002415404,-1.2396758790549205,1010.5458333333332
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-28,1.884000000000001,-1.8170586270987625,-0.282922727823635,1015.612
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-29,1.4749999999999996,-1.4011969686153538,-0.3520308308615379,1015.5583333333333
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-30,1.8124999999999998,-1.751047481310506,-0.07294040337457319,1013.066666666667
Asikkala Pulkkilanharju,61.26521,25.52021,2026-03-31,1.9375,0.47050861130601557,-0.25896892035598024,1015.4916666666667
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-01,2.3000000000000003,-0.8675801786558871,-1.0083815341804994,1019.2666666666665
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-02,1.5458333333333334,-1.4605817426691896,-0.34468563765962784,1010.5708333333333
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-03,1.9874999999999998,1.4259248073614217,-1.043591742669501,1006.5875
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-04,1.74,-0.8393453275093136,0.7877615353077333,1002.0240000000001
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-05,4.075,-3.458158343399186,0.79736981300031,1000.7041666666668
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-06,4.779166666666666,-3.2820016690770486,1.864274163443568,993.0708333333333
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-07,4.470833333333334,4.282919641960341,0.7696899443722592,1013.4875000000002
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-08,4.2,3.315821014129396,2.4662821069136407,1029.845833333333
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-09,2.9583333333333326,2.0248722044986915,0.861423038752628,1031.8125000000002
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-10,1.6625000000000003,0.09340690900966142,0.69704255067436,1026.7749999999996
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-11,1.6280000000000001,0.7344540348015884,0.08787640247958045,1026.204
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-12,1.2375,-0.05848150858961265,0.09946371874515536,1027.7000000000003
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-13,1.216666666666667,-0.12094302671452366,0.10073473658007683,1031.3999999999999
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-14,1.5083333333333335,1.3412263291709774,-0.3313715430663608,1033.0874999999999
Asikkala Pulkkilanharju,61.26521,25.52021,2026-04-15,2.3125,0.4677734323407319,0.46551066910969924,1027.1583333333335
Enontekiö Kilpisjärvi Saana,69.04277,20.85091,2026-03-07,10.441666666666668,3.7546718051122316,-8.969922796216553,
